ccode,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Kyushu,-2.35741354,2.30408248,-3.3449858999999997,-0.11020652,3.2551775000000003,-1.83424276,-2.46389296,-6.71023696,,-12.1407073,-5.53658954,-7.83491454,-2.3041728999999997,-7.5488601,-2.22881798,2.94943568,-0.98887922,-1.6120434,-0.43245694,-1.212994095,1.4667777169999998,0.17292551
Hokuriku,-0.049231300000000006,-1.7497523999999998,-2.022145633,-2.22331442,-1.22809366,-6.29999248,-4.79409776,-6.51948922,,-24.55444055,-14.51337928,-5.6960294000000005,-7.2632711,-9.91584274,-11.23479282,-8.33282054,-6.526613200000001,-5.13493318,-1.3613555,-5.017144238,1.356313965,-7.7717063689999994
CZ,3.47971966,4.292731400000001,-0.97138828,-9.21534712,-11.4403812,-7.68508405,-15.20003123,-14.93455525,-10.1123911,-10.46332987,-10.15039222,-10.43159932,-8.1373495,-9.329417800000002,-8.99770836,-6.61430636,-5.74650154,-1.288549525,-4.055415075,-2.50695679,0.894349605,-2.50113158
NER,-2.83570494,-3.42007656,3.27339306,-8.1593302,-9.14825854,-13.93602222,-17.37736826,-22.10829736,-11.2981865,-9.24200876,6.2242767,-4.80721318,-15.44314782,-3.56570436,-1.04761935,-1.07633374,2.1001892000000004,-2.3776351000000004,2.57475428,3.262128911,0.695321837,-1.1389548520000001
TAS,-4.04460082,-3.85421775,-10.06897618,0.03111708,6.44818076,7.707705275,3.029207525,6.5648759000000005,-8.08131095,3.34191555,-0.56905932,-9.727907199999999,4.486568599999999,-3.92080152,6.443231975,-8.44626118,-11.40644284,-7.04032458,-1.0725879999999999,2.548362603,0.580108596,-2.217970143
Okinawa,0.11585392,-0.30284302,1.0896659,0.42663008,0.92612106,-1.7622296000000002,-3.36576546,-2.08417538,,-11.72618505,-6.81472084,-3.66450934,-2.65259372,-0.33027164,-0.6425893,2.52651446,4.10994152,0.19042989999999999,1.79817762,5.221902951000001,0.284378416,1.307202796
IE,1.55577686,3.18804418,-7.389415232999999,-1.4182611999999999,-9.2215656,-10.8210847,-15.87849822,-11.51768395,-13.86898874,-7.697517200000001,-12.60844076,-6.03567698,-5.46711308,-5.509856775,-2.20171028,-0.26858906,-1.36272662,0.8752745000000001,-2.00064236,0.28090534300000003,0.117491866,-1.392681471
SK,3.65528768,0.52489312,-4.3561667,-9.96628372,-17.757300100000002,-14.92975563,-16.6569522,-15.86095013,-10.9564679,-12.59629237,-9.38880174,-10.61476736,-11.094031900000001,-8.62819948,-5.58188756,-8.05377682,-5.96227504,-3.371774275,-2.28892036,-2.766720109,-0.09432020599999999,-2.612114693
Siberia,1.0,-0.25,2.76,0.52,-0.57,0.38,1.01,0.28,-0.22,-5.1,0.08,-0.85,-2.89,-3.55,-3.05,-3.55,-3.05,1.08,-1.52,-0.76,-0.28,-2.92
USA,-0.5530914583333333,0.3896615483333332,-1.9103158133333336,-4.654195485,-6.907304691666667,-6.005031005000002,-4.672053275000001,-4.043459781666667,-6.515776541666667,-6.742788448333332,-5.313996855000001,-6.043000066666667,-3.5613290650000002,-2.824213471666667,-1.577324665,-3.8107071949999995,-2.4984082266666667,0.3181981832499997,0.7949834716666667,-1.997605478416667,-0.3394170671000002,-1.3640800218333338
GR,-0.436502525,-1.640272575,-8.81319986,-0.779282367,-7.86781356,-12.193854400000001,-12.0587397,-19.6036747,-4.61530915,-13.25524216,-8.79073382,-7.54476322,-12.61188316,-11.2177173,-11.90242242,-13.692887300000002,-7.0493644,-7.91130454,-7.72236268,5.418906357999999,-0.437702031,-8.297507591
Kansai ,-3.0038720000000003,-3.15858472,-3.707716567,-3.95728442,-0.51214902,-4.9726056,-4.0341064,-7.8701464,,-14.8926738,-11.45289384,-8.64752384,-8.6874861,-7.15235634,-2.73968282,-4.78711544,-4.41951986,-3.93234552,-3.3944818999999997,-8.920664236,-0.566006491,-3.002032092
NR,-2.51861464,-14.87510304,3.37754234,-25.73413894,-23.51792246,-19.61816978,-16.46224638,-15.9739376,-14.29814353,-18.26191212,-17.64663772,-8.48225046,-12.69932342,-12.95076916,-2.599965,5.3655017,-2.31127286,-0.73722998,1.29758974,11.1646448,-0.58670271,6.475246439
CAR,1.00375182,0.59018794,-8.69295634,-8.46982808,-9.25163192,-10.68157906,-6.83678516,-5.515666599999999,-7.16497496,-9.06586052,-3.57719912,-2.34324434,1.05254834,-6.03537972,0.48787308,-4.02412682,-0.91372238,3.3145394999999995,-4.2905136,2.95380944,-1.3426125580000001,-0.423810614
East,4.56,3.29,7.8,6.85,1.88,4.61,0.74,-1.23,5.06,-0.21,0.95,2.1,0.48,0.34,2.13,0.34,2.13,1.73,-3.36,1.02,-1.57,1.07
TEN,-4.24760744,2.23396056,-6.33501682,-9.08314962,-11.58442284,-9.80673742,-3.90050414,-2.3894226,-3.52456266,-8.01997498,-6.23508952,-3.4951635000000003,-4.6756379,-7.70388292,-3.37194684,-3.36927996,-1.38976134,0.987535133,-2.74039694,-2.849160435,-1.5977479980000002,-0.37141135399999997
Japan,-1.09407568,-0.00826872,-2.1859941000000003,-1.58029528,2.90708822,-6.96918908,-2.06046814,-6.53489488,,-16.400774,-9.00215802,-5.96694568,-8.90478806,-7.23297456,-1.96292114,-3.2902207000000003,-4.37956194,-3.76878656,-0.93398474,-6.115695876,-1.835827932,-5.037408525
PT,12.60516702,2.80307974,-4.19951224,-14.49997522,-14.00751092,-14.29356883,-19.82150017,-9.646948425,-15.55928183,-11.016955099999999,-15.40048745,-12.73983446,-10.174406900000001,-8.55628306,-14.8210212,-6.6789744,-5.84178812,-6.575841400000001,-4.06161848,-0.629129563,-1.889628331,2.728686203
TR,12.531226199999999,3.49227166,3.58573732,-4.22900664,-8.51879782,-12.29756682,-17.55069182,-18.32322953,-10.308729300000001,-3.2601789,-15.98032288,-20.240154500000003,-10.86366252,,-7.23699904,-6.754179625,-0.7992185,-11.39408588,-10.52280766,1.7929148659999998,-1.9631741999999999,-0.861366712
PL,0.44633404,0.49552959999999996,-7.49425596,-12.240018699999998,-11.09899494,-11.970377099999999,-16.17706933,-10.65543467,-3.6627419999999997,-8.60594592,-12.077210800000001,-9.84120532,-6.84058738,-6.74099406,-10.45358538,-1.9118532,-4.059319,-1.80186084,-1.5808581,-1.6658697919999998,-2.239930171,-1.953908722
HU,3.36336148,2.440728425,-2.4697681,-2.6510432,-14.07551126,-14.06552285,-14.174806699999998,-14.150712900000002,-11.88512883,-13.056991,-11.09042444,-10.310899800000001,-11.1314161,-7.73783855,-6.354740325,-7.21849586,-7.28427058,-3.32705342,-2.54433876,0.789348685,-2.2781101280000002,-2.278645204
LT,0.10830899999999999,-0.006308933,-5.26597968,-9.81155442,-10.07007468,-10.47267574,-17.6981598,-12.411687599999999,-8.050474900000001,-8.10398688,-12.29671212,-10.51813254,-8.97753342,-8.995548699999999,-3.1429597,-6.68696588,-6.8414770670000005,-1.75085736,-2.382886125,-2.9756593330000003,-2.306961456,-0.824958733
Australia,-1.98739708,-7.263718718750001,-11.11524497,-5.014780275,-5.544538395,-5.919683045,-3.5156969937500007,3.723308500000001,-4.40665181,-7.541307693749999,-6.810692305,0.5957740800000002,-3.506832085,-4.64694967,-4.225350174999999,1.4952443450000001,-2.719371475000001,-3.706960935,-0.7217846800000002,-6.671450555249999,-2.3291332632499997,-4.98467339275
VIC,-4.51379012,-1.3107001,-10.07415234,0.49625656,-3.50026762,-1.644371425,0.29142965,4.59351546,-9.5536842,-6.1945976,-5.44888892,-1.88919824,-7.76055954,-3.41920656,-0.417218175,-3.54884656,0.15663386,1.7719203000000001,3.48364132,-7.270449498,-2.582830044,-1.618399564
NSW,0.89546348,-9.663260975,-11.68146724,-2.63029796,-8.73680698,-3.37760585,-9.866516875,-1.38204356,-6.4653236,-8.503399125,-4.36715576,0.62135938,1.8407115,-5.1323101,4.84308435,2.25090302,-4.999656900000001,-6.613021799999999,2.47757406,6.221933664,-2.9105543739999997,-0.355397103
BG,0.6671581,6.6488122999999995,-2.73726744,2.79817274,-4.20582542,-8.33925476,-18.70671085,-10.84068027,-0.42177886700000006,-7.101710033,-10.64151486,-4.628364725,-13.05945448,-7.37057868,-3.3917615,-8.58248454,-8.97020488,-7.43123502,-1.62385852,2.395735861,-2.990972797,-4.5320359969999995
Tokyo,-0.07419512,1.8061764999999999,-1.0691375,-2.55966554,7.34124602,-4.16032172,-1.58190452,-5.66877928,,-15.04984585,-10.89700166,-5.37020282,-8.0043192,-7.17061404,-3.74119796,-0.04857436,-4.91689106,-4.61475004,-3.49433552,-0.392586557,-3.065843024,-4.3916042189999995
FLA,-4.618062999999999,-1.14254408,-1.06431844,-3.6894682,-4.43443542,-3.35978196,-0.65345208,2.49370864,-3.33167864,-4.29492108,-11.66445244,-4.28630896,-0.89470334,-1.08339292,-1.0404938,4.60450848,3.74120374,5.5033864999999995,-0.70568924,-1.7314072169999999,-3.145475975,3.121070352
Europe,0.40417960482142856,1.3164684850714288,-5.18916328617857,-8.67725833525,-11.464701067142856,-9.788731088642857,-13.31164502635714,-12.414808498928569,-7.386410125285716,-9.36460075092857,-10.906134147678571,-10.160489157499999,-7.128523348214285,-6.29164786314815,-6.736783013928571,-6.506813726249997,-6.25485231775,-4.54233326892857,-4.178729070714285,-2.284303761821428,-3.3124524786923075,-2.493709266962963
RO,-0.17012372,5.16375368,-7.557677099999999,-5.26672212,-10.830389199999999,-15.18640548,-15.86462052,-23.735200199999998,-3.75903245,-11.81056496,-12.30040302,-9.38360464,-9.89651456,-9.2851183,-7.5210953,-8.359726925,-7.7942719,-6.78110342,0.39911228,-2.45719689,-3.42383049,-4.611996775
RS,-3.30747934,6.45520872,4.15939808,0.57265536,-8.1616621,-2.2739205,-7.56734725,-10.21271397,11.7056016,-4.57079834,-3.02675934,-5.12355062,-4.62523556,-1.16856132,-6.65975822,-7.10000024,-4.5397502,0.84909024,1.02876826,-0.6840654070000001,-3.438241277,-3.950232258
BE,-1.78393112,-3.74340424,-9.3705306,-19.7333691,-18.3943337,-16.44245782,-15.93283288,-14.27872168,-11.941787300000001,-10.61151708,-10.9347015,-7.96828765,-1.22615055,-4.338559275,-3.144634825,-4.93399118,-4.85594198,-5.32700552,-2.61339224,-0.936347209,-3.45501432,-5.07067564
AT,-3.25194366,-0.84359916,-6.41383218,-20.80215072,-19.75431526,-12.28496984,-14.50997807,-17.20999223,-9.7370804,-12.38817698,-13.52044292,-14.52429873,-13.97830515,-12.91880795,-12.689535099999999,-8.42576315,-7.73924728,-10.10031068,-7.97828374,-5.719957302,-3.98486398,-6.630480706
NW,1.61101566,1.97705188,2.03154842,-2.6799562999999997,-0.84190994,-1.4034913999999998,-4.32818122,-3.01182832,-0.8831973,-1.69897332,-3.07913778,-0.64697654,-2.56731564,-0.54583744,-3.16074968,-4.6709477999999995,-4.9195687,-3.1312481,-0.8237863999999999,-6.698035803,-4.133663464,-10.61257887
DE,-3.50325978,0.57268966,-0.93729222,-8.95536842,-11.65050498,-7.1653858999999995,-12.83282253,-9.420061825,-6.568116467,-14.52972504,-10.99677454,-15.32323408,-8.50728875,-7.394862175,-14.080523999999999,-2.68364878,-7.51188312,-8.12496642,-3.78545088,-5.233564866,-4.192495881,-5.620125953
Tohoku,3.04638668,-0.71285508,-1.123296667,2.9154635,-1.84209998,-6.3805627000000005,-2.49257512,2.98630254,,-10.4538791,-6.6765791,-3.27658974,-5.68080294,-4.22522032,-1.07641722,-1.73114146,-5.37400246,-4.57209988,-2.47689808,-8.772346107999999,-4.211228584,-1.483027748
Russia,1.0519999999999998,1.3840000000000001,-0.772,0.42800000000000005,-9.466000000000001,-8.1,-3.022,-6.986,0.7819999999999999,-8.930000000000001,-7.93,-6.364,-9.75,-11.472,-6.354000000000001,-11.472,-6.354000000000001,-3.9480000000000004,4.76,0.23600000000000004,-4.2459999999999996,1.732
Centre,2.95,3.92,-1.36,0.01,-9.3,-9.66,-5.31,-9.81,1.44,-9.56,-7.57,-5.87,-8.82,-7.4,-4.11,-7.4,-4.11,-0.14,7.45,-0.08,-4.29,7.14
ES,2.11231698,1.29796704,-8.88566882,-14.6059684,-23.65373346,-24.61189897,-15.25278825,-10.64004642,-15.08948877,-15.32818548,-12.9435908,-12.27058864,-8.0255659,-9.77937584,-8.90292528,-8.14826742,-5.1563517,-4.42728168,-3.7829028,-2.0087085080000002,-4.35746347,-0.180050884
HR,0.43515934,1.290324,-1.07712688,-3.88802254,-9.51095504,-13.46316844,-17.250483399999997,-14.97492793,-14.70326393,-15.44173156,-12.52154638,-9.15839314,-11.84885024,-3.74367836,-5.1662346,-9.639675125,-8.12648955,-6.73202656,-9.50649608,-2.442863613,-4.8445035480000005,-5.743808777999999
Volga,-0.61,0.82,-0.68,-0.52,-15.36,-11.28,-4.09,-8.09,2.25,-14.32,-15.08,-8.4,-12.91,-9.34,-9.85,-9.34,-9.85,-8.29,6.96,2.68,-4.97,2.79
Chubu,0.39461588,-0.36319754,2.2174935330000003,-2.7698542,-3.02822918,-3.46233844,-0.01077232,-0.99711232,,-15.459681900000001,-9.73595206,-9.13794998,-7.34273945,-8.34099964,-2.89975674,-5.25776832,-3.60450566,-10.72069674,-8.56681158,-7.053386514,-4.974004187,-7.871494874
UA,-3.8581673999999997,-4.51502822,-13.0832598,-13.44606252,-14.85195858,-15.84582778,-15.5257965,-20.12615893,2.6797126000000002,-15.46942955,-19.40829344,-17.80898696,-13.13418902,,-17.16147495,-10.84231918,-9.56913805,-10.86101303,-4.03148402,-3.8499323189999997,-5.057549612,-1.523963966
NO,2.48834388,8.22992472,-0.72992138,3.94823026,0.13474632,13.3692131,6.76011515,-2.356703025,0.32443316699999997,4.34110638,-12.45356555,-12.75727548,8.85804075,-2.4138512000000003,2.29387745,1.9278895,-0.03765998,2.02962146,-8.02074158,0.5278578939999999,-5.251639689,2.3213943390000003
NY,-0.07387024,-3.55684236,-5.0002047,-10.05508104,-10.80418178,-11.26328208,-9.87122562,-5.39383936,-9.07682714,-10.1685576,-8.71555304,-6.90762044,-1.98325172,-9.487449900000001,-10.59162534,-9.85588792,-3.27709518,0.6767373000000001,1.18724504,-6.28786701,-5.573407405,-8.15886506
Chugoku,0.6467605,2.6538561,-2.925201567,-1.72962094,1.18554256,-3.89380794,-0.55930268,-5.6422501,,-19.2602944,-7.05982462,-8.42422624,-8.50992274,-6.69795196,-2.4180445,-3.6350729,-7.14680282,-6.00721396,-0.48520282,-4.532090265,-5.766398400000001,-1.597835895
India,0.7505951999999999,-7.88588646,1.99133068,-26.22713408,-29.41838218,-27.786599300000002,-18.65031638,-23.94662816,-22.989695899999997,-21.41944106,-16.501514,-15.05578812,-14.40383892,-17.08264992,-9.8449977,-5.06749838,-7.63187492,-2.98979152,-5.40036196,-2.493261791,-5.971440309,2.178369172
FI,0.87296072,1.5241976000000002,-3.6461271,-0.58005824,-3.5523808,3.099193075,-7.0281189,-8.147709025,-6.376933999999999,-3.68750932,-8.36055474,-8.11098925,-5.4987497,-11.17532472,-6.24437704,-1.423842975,-0.3064653,0.53655874,-4.18889248,-2.784969706,-5.998875472999999,-2.389863572
Northwest,3.65,1.86,-1.03,1.48,-9.72,-5.28,-3.58,-6.73,-0.39,-6.36,-5.01,-4.37,-7.86,-11.09,0.0,-11.09,0.0,-1.73,-2.17,-4.15,-6.06,2.78
SI,3.92938118,0.159718425,-9.53863964,-5.65364656,-18.52424412,-21.82294754,-17.11013045,-19.9201017,-13.098189999999999,-15.13595796,-11.05127494,-10.78687132,-16.63647942,-9.38066122,-13.70907772,-12.03742246,-12.28223993,-10.06552026,-9.18021866,-8.927860941,-6.900091902000001,-5.673678656
EE,4.1370643,3.84904064,-3.18891092,-3.65931792,-6.95423904,-3.557947,-5.916238425,-11.79077226,-3.810080867,-6.78105586,-9.63475168,-13.29933086,-8.47725084,-4.84735734,-5.35985304,-2.86731686,-5.4295568,1.90922368,-0.09188864,-5.972837364,-6.945955729,-4.406006724
IT,0.54027962,-5.6943725,-21.17263914,-29.72328892,-33.50896994,-29.761632799999997,-28.40655213,-14.584304000000001,-15.15488057,-14.7581215,-11.5394109,-10.69119998,-11.08468098,-15.24903647,-10.63722774,-16.24363842,-14.67596718,-10.70565782,-11.82008088,-6.128368726000001,-8.168099535,-6.128560202999999
CAL,12.79805384,14.05087962,13.48515896,0.27403178,-5.40167852,-0.35591994,-7.86980868,-4.58588108,-5.81021316,-4.05392628,-4.74829274,-3.42849116,-5.77827944,-1.67510186,-0.09415468,-2.9562063,-8.79181966,-3.4039432,-0.18332174,-3.404099496,-8.315816701000001,-11.294288400000001
Urals,0.25,0.37,-0.34,-1.09,-4.99,-2.83,1.16,-1.6,0.38,-11.34,-6.28,-7.45,-9.08,-10.54,-6.07,-10.54,-6.07,-11.23,-3.23,-3.55,-9.43,-7.35
GB,-3.26861216,-2.3201707000000003,0.52961608,-14.41526906,-13.37206502,-11.409244000000001,-19.28728177,-20.04031948,-17.45342586,-16.09497343,-19.04366264,-15.34117828,-10.4004134,-11.99295212,-3.43763786,-14.66092158,-21.07852318,-18.920696,-16.13597092,-15.91216686,-9.577661741,-6.860457809
WR,5.94499406,-5.47676316,8.03532942,-30.79302278,-36.8321823,-32.97582608,-23.42516356,-26.62030018,-25.13497293,-22.877609,-21.0116917,-19.29167496,-16.44360232,-22.19337058,-17.39652602,-15.10656124,-12.3572747,-4.51055092,-12.605441699999998,-11.63280527,-10.162775300000002,6.4989237310000005
SA,-1.25561792,-10.80184835,-14.60732648,-9.94923818,-4.9743962999999995,-10.80206008,2.724036125,17.10190684,3.79192772,-11.11890905,-6.74423106,4.168023000000001,-1.99416724,-2.41854198,-18.66164215,11.36873586,2.28297546,-6.22428758,-7.60121378,-23.34972895,-10.3778531,-13.77698005
SR,0.12962842,-3.97418154,-2.63455728,-22.5118014,-24.32658318,-28.58154714,-21.71048712,-21.91426232,-25.49751038,-20.3750967,-15.441117199999999,-14.58110508,-11.04778344,-9.91035114,-15.12008382,-9.92795398,-9.89547434,-11.62767632,-10.18761184,-11.42566268,-11.64906245,-7.866317587999999
SE,-1.72533284,4.4776994000000006,1.16575676,-2.85921956,2.99288136,6.4002944,0.776405467,-5.696194575,-5.1524219669999995,-1.08940404,-9.94402198,-13.288700400000002,-1.2703422,8.758115,-5.58211432,-5.6926132,-3.95817054,-1.46632344,-10.164224800000001,-5.03398742,-12.15724202,-1.88847215
NL,-5.75174626,-9.40683372,-7.48263928,-23.35406936,-16.96555598,-10.6576211,-21.86676577,-46.14658098,-12.80132168,-23.18925558,-20.41287302,-14.68720847,-14.48866905,-13.62656243,-9.1354806,-7.80962216,-15.01507184,-10.38361278,-9.05794924,-7.866651478,-13.51344644,-14.41662453
CH,-10.09647972,-6.57059874,-10.57334112,-14.41446092,-12.16935934,-11.89430777,-14.10185,-5.022359675,-1.3216774,0.41949116,4.64582198,-4.58060735,2.77902675,4.001659525,2.25449755,-1.5760207,2.81321808,2.5695069,10.60920156,11.58168389,,11.94338346
Hokkaido,6.38591186,0.20237542,-3.789933867,-0.35232482,-0.11010364,2.1374058,-5.36850364,-2.33931148,,-8.674911,-0.99977804,-7.29854848,-7.08827045,-1.83378486,-1.72238264,-0.69942708,0.30815272,-4.48989944,-0.54715358,-3.2131153610000003,,4.291211376000001
MIDW,-3.12893276,-2.85056338,-5.92351618,-7.64149764,-10.78838182,-9.09018236,-7.40785172,-6.74965088,-12.81238598,-9.46489754,-6.26830982,-5.71152236,-3.68020938,-5.86113752,-1.69194356,-3.39547652,-6.76780526,-3.0460832000000004,-0.04922198,-8.494593076000001,,4.191101902
TEX,-3.33984024,0.6980244000000001,2.30769646,0.52512026,-0.28197864,1.55685648,-2.6706564,-6.71278002,-9.76504012,-5.7923769,-4.7246121,-13.09839732,-8.8882483,-7.24051952,-4.24016584,1.49305746,-3.25635114,-0.941856267,0.43333718,-4.550691688,,3.32896846
DK,-0.06267726,3.35095236,-0.35800676,-6.38020832,2.52680448,5.2054204330000005,0.7419701999999999,-2.947688125,0.51708442,-0.6072788,-3.191321675,-4.808950725,7.1703117,6.159877725,-0.9043856,2.75385946,0.39552938,-0.15225954,-1.10192514,-0.203953025,,-0.193861373
